id,session_log_id,useraccount_id,subject_id,counter,class_id,school_id,is_parent_post,reply_to_post_id,karma_awarded_id,comment_text,image_url,document_url,is_active,is_moved,is_hidden,is_starred,is_sticky,is_welcome_post,last_poster_permissions,access_permissions,answer_status_flags,ts_created,ts_modified,TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT,token_num,safety_score,type
8144.0,676326.0,940889.0,1,9143,,11204.0,0.0,8126.0,,Gonna shoot myself I shoulder known how to do that :/,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2013-11-02 03:46:10,2013-11-02 03:46:10,0.6407703,0.03223813,0.07428485,0.26802593,0.6943677,0.045393124,11,0.707486661,unsafe
11048.0,676343.0,940889.0,1,12047,,11204.0,0.0,11024.0,,Mohamad shut your mouth please I don't like being insulted,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2013-11-05 02:00:50,2013-11-05 02:00:50,0.62702215,0.24150419,0.53014356,0.36230123,0.13279422,0.115911216,10,0.6650539056666667,unsafe
11696.0,661378.0,920879.0,1,12695,,11802.0,0.0,11691.0,,"i completly agree with you daniel, now go to hell.
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2013-11-05 16:41:01,2013-11-05 16:41:01,0.76197964,0.07094744,0.5678696,0.4596479,0.30463433,0.05246005,10,0.6304101733333334,unsafe
11700.0,661378.0,920879.0,1,12699,,11802.0,0.0,11691.0,,"i completly agree with you daniel, now go to hell.
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2013-11-05 16:41:40,2013-11-05 16:41:40,0.76197964,0.07094744,0.5678696,0.4596479,0.30463433,0.05246005,10,0.6304101733333334,unsafe
17102.0,676374.0,940889.0,1,18101,,11204.0,0.0,17096.0,,Oh go well now that I look at James' answer I feel like an idiot...,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2013-11-11 01:12:28,2013-11-11 01:12:28,0.6863638,0.014048826,0.7090544,0.39026237,0.008077981,0.029842447,15,0.6937250293333332,unsafe
20121.0,609986.0,794414.0,1,21120,,11644.0,0.0,20084.0,,im sorry too but grant dont be a suck up,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2013-11-18 15:49:08,2013-11-18 15:49:51,0.7510937,0.04538634,0.6675394,0.6242122,0.008945347,0.38704032,10,0.5859637821666666,unsafe
32824.0,611757.0,800309.0,1,33823,,11671.0,0.0,32823.0,,"do it yourself I DNT WANT TO DO IT SUCK BUTT
",,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2013-12-12 13:44:17,2013-12-12 13:44:17,0.90451443,0.061130337,0.5130944,0.8086746,0.028379176,0.8497371,11,0.47241165949999997,unsafe
32846.0,611757.0,800309.0,1,33845,,11671.0,0.0,32826.0,,"out of all things nd u put  ''BOFL'' u suck
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2013-12-12 14:04:34,2013-12-12 14:04:34,0.7570315,0.04048799,0.64537907,0.5722072,0.010654188,0.4138546,11,0.5933975753333334,unsafe
40364.0,656217.0,919005.0,1,41363,,11970.0,0.0,40351.0,,"Yes, but only if you act up, by say spamming the wall, making useless posts, or just be a jerk to people, etc.",,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-07 00:54:56,2014-05-09 23:02:03,0.6588125,0.016159095,0.67735565,0.44431314,0.010291707,0.05157668,23,0.6902485380000001,unsafe
41386.0,671426.0,934953.0,1,42385,,11204.0,0.0,41364.0,,Oh sorry and 1-1 is 0 so we get 2x=-1 divide bith sides by 2,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-08 01:03:36,2014-01-08 01:03:36,0.6289369,0.068465814,0.40698266,0.62717754,0.015429466,0.25607392,15,0.6661556166666667,unsafe
43838.0,665975.0,926983.0,1,44837,,11478.0,0.0,43832.0,,somebody talk to me... i decided to sit back here like an idiot,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-09 20:38:32,2014-01-09 20:38:32,0.6020386,0.01565665,0.5678696,0.46460027,0.009955117,0.05493347,13,0.7141577155000001,unsafe
43842.0,665975.0,926983.0,1,44841,,11478.0,0.0,43832.0,,juvian if i could curse without getting kicked from the site i would like so start the S***,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-09 20:41:41,2014-01-09 20:41:41,0.681338,0.05089863,0.40243408,0.58072567,0.2836219,0.34261686,18,0.6097274766666667,unsafe
66781.0,225064.0,1445165.0,1,67780,,12427.0,0.0,66770.0,,learn how to ride dick then come talk to me Ok:),,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-30 15:37:24,2014-01-30 15:37:24,0.7856813,0.04925346,0.38852,0.64460015,0.079364374,0.76007724,11,0.5487505793333334,unsafe
66793.0,162007.0,1321928.0,1,67792,,12970.0,0.0,66770.0,,"Omg.... you do realize that you are a nasty pervert, right? Geezus, calm urself!!! ",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-30 15:40:10,2014-01-30 15:40:10,0.718943,0.06658725,0.71027446,0.3547165,0.013528148,0.10817243,15,0.6712963686666666,unsafe
66816.0,225064.0,1445165.0,1,67815,,12427.0,0.0,66804.0,,bitch i got my diploma and im going to college in a month so shut up #dumbsluts,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-30 15:46:24,2014-01-30 15:46:24,0.944597,0.18235919,0.82974654,0.8949436,0.04880493,0.37138757,17,0.4546935283333333,unsafe
66819.0,225064.0,1445165.0,1,67818,,12427.0,0.0,66804.0,,im on here just to fuck with u faggots its hilarious,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-30 15:46:46,2014-01-30 15:46:46,0.944597,0.6106996,0.7657292,0.90258646,0.13431145,0.5216628,11,0.3534022483333332,unsafe
66838.0,225064.0,1445165.0,1,67837,,12427.0,0.0,66799.0,,wassup then bruh i want the fade then kenneth if u wanna talk shit then whr u at bitch,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-30 15:49:58,2014-01-30 15:51:03,0.90451443,0.16801116,0.6675394,0.85672,0.047835086,0.3743851,19,0.4968324706666666,unsafe
66845.0,225064.0,1445165.0,1,67844,,12427.0,0.0,66799.0,,shut up hoe just know i want the fade fuck nigga u wanna b a lil pussy ass snitch then wassup bruh put them hands up fuckboy,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-30 15:51:20,2014-01-30 15:53:33,0.88599813,0.55044734,0.67735565,0.80158395,0.3297989,0.67192006,27,0.34714932833333334,unsafe
67149.0,688097.0,951820.0,1,68148,,11535.0,0.0,67122.0,,"inbox me yakelin ill show u my fist 1+1=2 fist in your mouth
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-01-30 20:44:38,2014-01-30 20:44:44,0.6863638,0.028628819,0.34392178,0.33453682,0.6615786,0.34261686,13,0.6003922201666667,unsafe
74862.0,312816.0,1645031.0,1,75861,,13402.0,0.0,74856.0,,"i think they are both stupid, like you sara vargas",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-06 14:13:08,2014-02-06 14:47:19,0.8778702,0.14661247,0.8579266,0.47771472,0.012078222,0.045393124,10,0.5970674440000001,unsafe
75520.0,161566.0,1321483.0,1,76519,,12970.0,0.0,75515.0,,Why your booty smell like a bag of fish sicks,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-06 19:23:02,2014-02-06 21:07:22,0.7510937,0.083355546,0.5130944,0.5150164,0.0130621,0.57420796,10,0.5916949823333333,unsafe
75523.0,161566.0,1321483.0,1,76522,,12970.0,0.0,75515.0,,your t*****s hang down like orangutang bits b***h you stank,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-06 19:25:22,2014-02-06 19:25:35,0.90451443,0.17459276,0.755201,0.70864636,0.36820486,0.3743851,10,0.4524092483333333,unsafe
76728.0,2706.0,1009649.0,1,77727,,11930.0,0.0,76697.0,,darn now I have a 75 in science :( stupid da test...well thanks ,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-07 21:54:26,2014-02-07 21:54:26,0.6426206,0.033011556,0.48627716,0.64460015,0.010809537,0.09626661,14,0.6810690644999999,unsafe
77588.0,325043.0,1657456.0,1,78587,,13068.0,0.0,77507.0,,um no :[ i am still confused! i feel like the biggest idiot in the world right now!,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-08 23:37:29,2014-02-08 23:37:29,0.60254884,0.015355183,0.5678696,0.46460027,0.009540852,0.051753357,18,0.714721983,unsafe
83441.0,363402.0,1756861.0,1,84440,,13586.0,0.0,66804.0,,"You* for real* the #@$%*. you get the point, not only do you need english help but you talk like your a angry 7 year old.",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-14 12:24:42,2014-02-14 12:24:42,0.62702215,0.058856625,0.5723624,0.5188411,0.012233571,0.23415801,26,0.6627543573333332,unsafe
86697.0,406302.0,1888254.0,1,87696,,13803.0,0.0,86657.0,,ELI!!! UHHHHHH don't be a jerk and Lauren I have 300,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-19 14:43:13,2014-02-19 14:43:13,0.7308154,0.058401883,0.7090544,0.46460027,0.010602405,0.06270709,11,0.6606364253333332,unsafe
95312.0,406503.0,1888281.0,1,96311,,13803.0,0.0,95259.0,,t     h     a     n    k     s            g    u     y     s!!!,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-26 14:42:13,2014-02-26 14:42:13,0.6667219,0.3817989,0.5678696,0.4401715,0.40858683,0.27734762,51,0.542917275,unsafe
95365.0,405559.0,1888144.0,1,96364,,13803.0,0.0,95344.0,,where are my points??? DANG HOW MANY TIMES DO I GOTTA POST CRAP TO GET POINTS!!!!,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-26 14:53:01,2014-02-26 14:53:01,0.6407703,0.021987455,0.48484445,0.50818664,0.011974656,0.05440345,16,0.7129721748333333,unsafe
97702.0,321578.0,1653536.0,1,98701,,13413.0,0.0,97680.0,,"Oh, I hate you. And so does the Joker, my boyfriend. So there :P",,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-02-27 18:30:09,2014-02-27 18:30:09,0.60152835,0.26833034,0.40243408,0.28364125,0.04233929,0.026421772,14,0.7292174863333334,unsafe
102425.0,213803.0,1427844.0,1,103424,,13087.0,0.0,102418.0,,the algebra gods have no pity on mere mortal scum like yourself ,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-03 13:25:57,2014-03-03 13:25:57,0.7510937,0.18705739,0.7298119,0.45190978,0.015429466,0.07662201,13,0.6313459590000001,unsafe
106420.0,585158.0,595198.0,1,107419,,11499.0,0.0,106405.0,,"you still suck dick
and you are very bad at computer games.
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-05 16:13:23,2014-03-05 16:13:23,0.95048624,0.13805299,0.6798578,0.8802007,0.0287245,0.8355005,11,0.41452954500000005,unsafe
106424.0,585158.0,595198.0,1,107423,,11499.0,0.0,106405.0,,"your life is the most ungrateful thing that happened to your mother
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-05 16:15:13,2014-03-05 16:15:13,0.6027529,0.08004672,0.54471385,0.23083201,0.058826666,0.057760242,12,0.7375112686666666,unsafe
106724.0,6398.0,1021571.0,1,107723,,11898.0,0.0,106681.0,,math is a fucking wast of time. why do we need to learn it if we don't use it?,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-05 18:42:39,2014-03-05 18:42:39,0.73663366,0.022791367,0.29383746,0.8186401,0.007521313,0.09626661,19,0.6707182483333334,unsafe
109462.0,639359.0,886017.0,1,110461,,11755.0,0.0,109436.0,,"oh and then find the factors of that number and the ones that ass up to 23 you use, right?",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-06 22:39:14,2014-03-06 22:39:16,0.60254884,0.01274247,0.2817503,0.5188411,0.009256045,0.51986235,20,0.6758331491666667,unsafe
110591.0,496429.0,406679.0,1,111590,,11048.0,0.0,110552.0,,thanks you guys suck! i mean you guys are so nice,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-07 17:53:35,2014-03-07 17:53:35,0.7308154,0.04641757,0.54471385,0.66405153,0.008789998,0.3743851,11,0.6051377586666666,unsafe
110622.0,425317.0,2023472.0,1,111621,,13977.0,0.0,110565.0,,bruh get off my junk and brush the doodoo out  your freaking mouth ! you stank tongue lizzard !,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-07 17:58:46,2014-03-07 18:24:06,0.89241093,0.17070955,0.7775208,0.70864636,0.13815513,0.34375978,20,0.49479957499999994,unsafe
112670.0,181368.0,1375222.0,1,113669,,12528.0,0.0,112666.0,,no but they can report you by commenting stupid things such as this,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-10 15:27:44,2014-03-10 15:27:44,0.6308517,0.015254694,0.5739874,0.4098025,0.013702838,0.020642009,13,0.7226264765,unsafe
112872.0,394969.0,1846787.0,1,113871,,13720.0,0.0,112870.0,,Fuck bitches and fuck you to miguel bitch help me  step by step bitch,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-10 17:59:40,2014-03-10 17:59:43,0.9563754,0.27991617,0.71551245,0.8949436,0.34804323,0.51986235,15,0.38089113333333335,unsafe
116128.0,631290.0,874034.0,1,117127,,14346.0,0.0,116121.0,,"that sucks, can you get switched to the class you belong in?",,,1,0.0,0.0,0.0,,,,4294967295.0,1.0,2014-03-12 13:59:42,2014-03-16 15:12:41,0.63782936,0.03223813,0.43450394,0.541926,0.009204263,0.18052423,12,0.6939623461666666,unsafe
116414.0,414453.0,2012121.0,1,117413,,13966.0,0.0,116336.0,,"give m some karma points mff ... damn u go alot 1700
GIVE ME SOME B4 I COME TO MIAMI N ************* YOU
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-12 16:31:05,2014-03-12 16:32:16,0.73663366,0.09245483,0.48627716,0.67055607,0.3481519,0.4138546,22,0.5420119633333333,unsafe
118043.0,107912.0,1179043.0,1,119042,,12354.0,0.0,118042.0,,its what comes out your but when your on the shiter ,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-13 11:58:38,2014-03-13 11:58:38,0.6667219,0.040745795,0.46774593,0.70864636,0.014220826,0.12667102,12,0.6625413615,unsafe
118800.0,594161.0,668243.0,1,119799,,11291.0,0.0,118698.0,,"algebra sucks                                               jk
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-13 21:56:45,2014-03-13 21:57:57,0.6407703,0.17459276,0.48675314,0.5365423,0.008349842,0.34261686,49,0.6350624663333333,unsafe
127930.0,351404.0,1747946.0,1,128929,,13593.0,0.0,127914.0,,omg bobby shut im going to get you and pound you into dirt!!!!!!!!!!!!!!!!!,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-20 12:22:19,2014-03-20 12:22:19,0.8252207,0.060220852,0.4596616,0.36452284,0.6943677,0.1672912,13,0.5714525179999999,unsafe
134926.0,458013.0,2215000.0,1,135925,,14256.0,0.0,134924.0,,you gotta beat the kid up who has the most and steal them,,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-03-28 18:09:53,2014-03-28 18:09:53,0.60254884,0.1007269,0.22303216,0.26555094,0.6164197,0.056700204,13,0.6891702093333334,unsafe
142292.0,303329.0,1608250.0,1,143291,,13245.0,0.0,142188.0,,"These videos don't even help, dude talks to us like were slow. turns out he's the slow one.#loser.",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-02 22:28:24,2014-04-02 22:29:54,0.6588125,0.08583717,0.6149945,0.3424554,0.011689849,0.03991626,18,0.7077157201666666,unsafe
142293.0,303329.0,1608250.0,1,143292,,13245.0,0.0,142188.0,,"These videos don't even help, dude talks to us like were slow. turns out he's the slow one.#loser.",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-02 22:28:34,2014-04-02 22:29:19,0.6588125,0.08583717,0.6149945,0.3424554,0.011689849,0.03991626,18,0.7077157201666666,unsafe
142294.0,303329.0,1608250.0,1,143293,,13245.0,0.0,142188.0,,"These videos don't even help, dude talks to us like were slow. turns out he's the slow one.#loser.",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-02 22:28:40,2014-04-02 22:29:15,0.6588125,0.08583717,0.6149945,0.3424554,0.011689849,0.03991626,18,0.7077157201666666,unsafe
147414.0,689980.0,955921.0,1,148410,,11204.0,0.0,147409.0,,Shoot missed this one while doing readingplus.. ugh stupid multitasking,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-05 00:06:30,2014-04-05 00:06:30,0.6308517,0.018470341,0.54471385,0.4033339,0.10542984,0.025360184,10,0.7119733641666667,unsafe
155923.0,509923.0,416940.0,1,156919,,15761.0,0.0,155866.0,,robby your retarded okay dony forget what you did on the bus with christian XD,,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-09 14:41:29,2014-09-16 18:15:02,0.687436,0.44690517,0.6306599,0.44249827,0.0824309,0.115911216,15,0.5990264239999998,unsafe
155926.0,201804.0,1419057.0,1,156922,,12461.0,0.0,155920.0,,"your mother was a hamster and your father smealt of elderberries
",,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-09 14:41:48,2014-04-09 15:45:31,0.7510937,0.17303948,0.7298119,0.37993968,0.011767523,0.16909409,11,0.6308756044999999,unsafe
155932.0,678061.0,942206.0,1,156928,,11204.0,0.0,155799.0,,You guys are morons (except the study expert and Gonzalo),,,0,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-09 14:42:21,2014-04-09 14:42:21,0.8460273,0.11280017,0.8204276,0.5188411,0.008427517,0.044509757,10,0.6081610926666667,unsafe
155968.0,509923.0,416940.0,1,156964,,15761.0,0.0,155866.0,,"arnt you fun 
no your not reporting  people is stupid 
you got freedom of speech ",,,1,0.0,0.0,0.0,,,,4294967295.0,0.0,2014-04-09 14:48:20,2014-09-16 18:15:02,0.75208336,0.026007013,0.7418356,0.35848376,0.011430934,0.016985426,17,0.6821956511666667,unsafe
